source airport,destination airport,airplane type,total Cost,break even cost per ticket
John F. Kennedy International Airport,Washington Dulles International Airport,Airbus A220-300,6134.509972030313,127.80229108396486
John F. Kennedy International Airport,Nashville International Airport,Boeing 737-600,12600.834432693096,352.9645499353809
John F. Kennedy International Airport,Nashville International Airport,Boeing 767-800,14751.04304086637,260.1594892569025
John F. Kennedy International Airport,Nashville International Airport,Airbus A200-100,12299.050768388077,303.68026588612537
John F. Kennedy International Airport,Nashville International Airport,Airbus A220-300,11167.362027244248,232.65337556758848
Harry Reid International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,23611.652545480174,661.3908276044867
Harry Reid International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,28514.56568185022,502.9023929779581
Harry Reid International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,22923.524385989647,566.0129478022135
Harry Reid International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,20343.043787900147,423.81341224791976
Harry Reid International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,15846.900051278839,443.8907577389031
Harry Reid International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,18808.62506409855,331.7217824356005
Harry Reid International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,15431.219347725199,381.01776167222715
Harry Reid International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,13872.416709399033,289.0086814458132
Harry Reid International Airport,Denver International Airport,Boeing 737-600,11051.982202722615,309.5793334095971
Harry Reid International Airport,Denver International Airport,Boeing 767-800,12814.97775340327,226.01371699123933
Harry Reid International Airport,Denver International Airport,Airbus A200-100,10804.544230697262,266.7788698937596
Harry Reid International Airport,Denver International Airport,Airbus A220-300,9876.651835602179,205.76357990837872
Harry Reid International Airport,O'Hare International Airport,Boeing 737-600,21000.060743824637,588.23699562534
Harry Reid International Airport,O'Hare International Airport,Boeing 767-800,25250.075929780796,445.32761780918514
Harry Reid International Airport,O'Hare International Airport,Airbus A200-100,20403.567384392194,503.79178726894304
Harry Reid International Airport,O'Hare International Airport,Airbus A220-300,18166.71728652053,378.473276802511
Harry Reid International Airport,Los Angeles International Airport,Boeing 737-600,6660.643962435923,186.57266001221075
Harry Reid International Airport,Los Angeles International Airport,Boeing 767-800,7325.8049530449025,129.20290922477784
Harry Reid International Airport,Los Angeles International Airport,Airbus A200-100,6567.288033929399,162.1552600970222
Harry Reid International Airport,Los Angeles International Airport,Airbus A220-300,6217.203302029935,129.5250687922903
Harry Reid International Airport,John F. Kennedy International Airport,Boeing 737-600,29236.745955064634,818.9564693295417
Harry Reid International Airport,John F. Kennedy International Airport,Boeing 767-800,35545.932443830796,626.9123887800846
Harry Reid International Airport,John F. Kennedy International Airport,Airbus A200-100,28351.246096992196,700.0307678269678
Harry Reid International Airport,John F. Kennedy International Airport,Airbus A220-300,25030.62162922053,521.4712839420944
Harry Reid International Airport,Orlando International Airport,Boeing 737-600,26908.8747252293,753.7499923033419
Harry Reid International Airport,Orlando International Airport,Boeing 767-800,32636.093406536627,575.5924763057607
Harry Reid International Airport,Orlando International Airport,Airbus A200-100,26105.054559431785,644.5692483810317
Harry Reid International Airport,Orlando International Airport,Airbus A220-300,23090.728937691085,481.05685286856425
Harry Reid International Airport,Miami International Airport,Boeing 737-600,28439.663424669496,796.6292275817787
Harry Reid International Airport,Miami International Airport,Boeing 767-800,34549.57928083687,609.3400225897155
Harry Reid International Airport,Miami International Airport,Airbus A200-100,27582.131374681096,681.0402808563233
Harry Reid International Airport,Miami International Airport,Airbus A220-300,24366.38618722458,507.6330455671787
Harry Reid International Airport,Charlotte Douglas International Airport,Boeing 737-600,25509.037900003063,714.5388767507861
Harry Reid International Airport,Charlotte Douglas International Airport,Boeing 767-800,30886.297375003833,544.7318761023604
Harry Reid International Airport,Charlotte Douglas International Airport,Airbus A200-100,24754.334815792434,611.2181435998132
Harry Reid International Airport,Charlotte Douglas International Airport,Airbus A220-300,21924.19825000255,456.75413020838647
Harry Reid International Airport,Seattle-Tacoma International Airport,Boeing 737-600,13754.596308048787,385.2828097492658
Harry Reid International Airport,Seattle-Tacoma International Airport,Boeing 767-800,16193.245385060985,285.5951567030156
Harry Reid International Airport,Seattle-Tacoma International Airport,Airbus A200-100,13412.32977092427,331.1686363191178
Harry Reid International Airport,Seattle-Tacoma International Airport,Airbus A220-300,12128.830256707322,252.68396368140256
Harry Reid International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,6873.4226890758455,192.5328484334971
Harry Reid International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,7591.778361344806,133.8937982600495
Harry Reid International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,6772.600840336342,167.2247121070702
Harry Reid International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,6394.518907563204,133.21914390756675
Harry Reid International Airport,Newark Liberty International Airport,Boeing 737-600,29000.012216589028,812.3252721733622
Harry Reid International Airport,Newark Liberty International Airport,Boeing 767-800,35250.01527073629,621.6933910182767
Harry Reid International Airport,Newark Liberty International Airport,Airbus A200-100,28122.818805480645,694.3905877896456
Harry Reid International Airport,Newark Liberty International Airport,Airbus A220-300,24833.34351382419,517.3613232046706
Harry Reid International Airport,San Francisco International Airport,Boeing 737-600,8654.520188105442,242.42353468082473
Harry Reid International Airport,San Francisco International Airport,Boeing 767-800,9818.150235131801,173.1596161398907
Harry Reid International Airport,San Francisco International Airport,Airbus A200-100,8491.203690277182,209.65935037721437
Harry Reid International Airport,San Francisco International Airport,Airbus A220-300,7878.7668234212015,164.1409754879417
Harry Reid International Airport,George Bush Intercontinental Airport,Boeing 737-600,17721.55638361318,496.40213959700793
Harry Reid International Airport,George Bush Intercontinental Airport,Boeing 767-800,21151.945479516475,373.05018482392376
Harry Reid International Airport,George Bush Intercontinental Airport,Airbus A200-100,17240.098264889915,425.6814386392572
Harry Reid International Airport,George Bush Intercontinental Airport,Airbus A220-300,15434.63031967765,321.5547983266177
Harry Reid International Airport,Logan International Airport,Boeing 737-600,30727.098343184767,860.7030348231028
Harry Reid International Airport,Logan International Airport,Boeing 767-800,37408.87292898096,659.7684819926096
Harry Reid International Airport,Logan International Airport,Airbus A200-100,29789.3054188625,735.5384054040123
Harry Reid International Airport,Logan International Airport,Airbus A220-300,26272.581952653974,547.3454573469578
Harry Reid International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,28419.886706496247,796.075257885049
Harry Reid International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,34524.858383120314,608.9040279209933
Harry Reid International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,27563.04857644375,680.5691006529321
Harry Reid International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,24349.905588746875,507.2896997655599
Harry Reid International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,18602.261702592776,521.0717563751479
Harry Reid International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,22252.827128240973,392.46608691783024
Harry Reid International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,18089.90164285268,446.6642380951279
Harry Reid International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,16168.551418827312,336.844821225569
Harry Reid International Airport,LaGuardia Airport,Boeing 737-600,29171.72611174666,817.1351852029877
Harry Reid International Airport,LaGuardia Airport,Boeing 767-800,35464.657639683326,625.478970717519
Harry Reid International Airport,LaGuardia Airport,Airbus A200-100,28288.507651685373,698.4816704119845
Harry Reid International Airport,LaGuardia Airport,Airbus A220-300,24976.438426455552,520.342467217824
Harry Reid International Airport,Detroit Metropolitan Airport,Boeing 737-600,23634.633293278217,662.0345460302023
Harry Reid International Airport,Detroit Metropolitan Airport,Boeing 767-800,28543.291616597773,503.40902322041933
Harry Reid International Airport,Detroit Metropolitan Airport,Airbus A200-100,22945.698791759685,566.5604639940663
Harry Reid International Airport,Detroit Metropolitan Airport,Airbus A220-300,20362.194411065182,424.21238356385794
Harry Reid International Airport,Philadelphia International Airport,Boeing 737-600,28432.691228798732,796.4339279775556
Harry Reid International Airport,Philadelphia International Airport,Boeing 767-800,34540.86403599842,609.1863145678734
Harry Reid International Airport,Philadelphia International Airport,Airbus A200-100,27575.40381726194,680.8741683274553
Harry Reid International Airport,Philadelphia International Airport,Airbus A220-300,24360.576023998947,507.51200049997806
Harry Reid International Airport,Salt Lake City International Airport,Boeing 737-600,8133.657919757885,227.8335551752909
